Uncleaned Order Data
//ord_09004//Tanvi Gupta-161BTM Layout//Anil Gupta*Burger+1+/7/1/2023//Online Payment//Delivered+On Time Delivery
"//ord_15001//Deepak Sharma-197HSR Layout//Manoj Singh*Butter Naan+4+/10/8/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_37357//Pooja Patel-221BTM Layout//Not Assigned*Fish Biryani+2+/12/9/2023//UPI//Cancelled+Out of Stock
//ord_37456//Deepak Sharma-197HSR Layout//Manoj Singh*Pasta+2+/7/2/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_37555//Rakesh Sharma-213Malleswaram//Ravi Tiwari*Pav Bhaji+4+/1/2/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_37654//Rakesh Sharma-213Malleswaram//Manoj Singh*Samosa+8+/2/8/2023//Credit Card//Delivered+Good Service
//ord_37753//Tanvi Gupta-161BTM Layout//Not Assigned*Fish Biryani+6+/12/21/2023//Online Payment//Cancelled+Out of Stock
//ord_37852//Pooja Patel-221BTM Layout//Not Assigned*Burger+1+/7/26/2023//Credit Card//Cancelled+Out of Stock
//ord_37951//Raj Kapoor-218Malleswaram//Not Assigned*Burger+1+/4/3/2023//Online Payment//Cancelled+Out of Stock
//ord_38050//Raj Kapoor-218Malleswaram//Not Assigned*Chicken Curry+2+/5/31/2023//Credit Card//Cancelled+App Glitch
//ord_38149//Raj Kapoor-218Malleswaram//Anil Gupta*Butter Naan+4+/2/25/2023//UPI//Delivered+Good Service
//ord_38248//Aryan Shah-113Jayanagar//Not Assigned*Fish Biryani+2+/6/29/2023//Credit Card//Cancelled+High Delivery Fees
//ord_38347//Arjun Shah-155MG Road//Siddharth Singh*Chicken Biryani+2+/11/14/2023//Online Payment//Cancelled+Delayed Delivery
//ord_38446//Karan Sharma-216Marathahalli//Not Assigned*Chicken Fried Rice+4+/2/19/2023//Credit Card//Cancelled+High Delivery Fees
//ord_38545//Naveen Kumar-265Koramangala//Rajesh Kumar*Butter Chicken+3+/8/16/2023//UPI//Delivered+On Time Delivery
//ord_38644//Rahul Sharma-215MG Road//Divya Patel*Chicken Curry+2+/9/8/2023//UPI//Delivered+Good Service
//ord_38743//Priya Singh-199Brigade Road//Not Assigned*Chicken Fried Rice+2+/7/11/2023//Online Payment//Cancelled+High Delivery Fees
//ord_38842//Arjun Shah-155MG Road//Not Assigned*Pav Bhaji+2+/1/24/2023//Credit Card//Cancelled+App Glitch
//ord_38941//Arjun Shah-155MG Road//Ananya Reddy*Chicken Tikka+1+/7/11/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_39040//Akash Gupta-281Jayanagar//Siddharth Singh*Chicken Tikka+1+/6/10/2023//COD//Delivered+Fast delivery, fresh food"
//ord_39139//Deepak Sharma-197HSR Layout//Divya Patel*Masala Dosa+1+/3/8/2023//Online Payment//Delivered+Good Service
//ord_39238//Priyanka Singh-242Koramangala//Manoj Singh*Pasta+2+/9/23/2023//UPI//Delivered+Good Service
"//ord_39337//Karan Sharma-216Marathahalli//Pooja Sharma*Fish Biryani+4+/7/27/2023//COD//Delivered+Fast delivery, fresh food"
//ord_39436//Tanvi Gupta-161BTM Layout//Anil Gupta*Pav Bhaji+2+/2/13/2023//Online Payment//Delivered+Good Service
"//ord_39535//Tanvi Gupta-161BTM Layout//Rajesh Kumar*Sushi+1+/8/30/2023//COD//Delivered+Fast delivery, fresh food"
//ord_39634//Shreya Singh-268Marathahalli//Not Assigned*Paneer Tikka+1+/11/30/2023//Credit Card//Cancelled+Payment Issues
"//ord_39733//Raj Kapoor-218Malleswaram//Ananya Reddy*Sushi+1+/6/21/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_39832//Rahul Sharma-215MG Road//Pooja Sharma*Chicken Tikka+1+/10/5/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_39931//Nisha Gupta-116Koramangala//Sneha Verma*Samosa+5+/11/14/2023//Online Payment//Cancelled+Delayed Delivery
//ord_40030//Nisha Gupta-116Koramangala//Not Assigned*Pav Bhaji+2+/3/25/2023//UPI//Cancelled+Payment Issues
//ord_40129//Rohit Singh-165Indiranagar//Not Assigned*Chicken Curry+2+/6/5/2023//Credit Card//Cancelled+App Glitch
//ord_40228//Arjun Shah-155MG Road//Divya Patel*Noodles+1+/11/18/2023//Credit Card//Cancelled+Delayed Delivery
//ord_40327//Rohan Patel-234Indiranagar//Manoj Singh*Noodles+1+/4/5/2023//Credit Card//Delivered+On Time Delivery
//ord_411426//Tanvi Gupta-161BTM Layout//Sneha Verma*Veg Biryani+2+/7/2/2023//Online Payment//Delivered+Good Service
//ord_40525//Karan Sharma-216Marathahalli//Ravi Tiwari*Paneer Tikka+2+/8/7/2023//Online Payment//Delivered+Good Service
//ord_40624//Naveen Kumar-265Koramangala//Not Assigned*Masala Dosa+3+/8/3/2023//Credit Card//Cancelled+Payment Issues
"//ord_40723//Kriti Patel-227Whitefield//Ravi Tiwari*Samosa+5+/4/14/2023//COD//Delivered+Fast delivery, fresh food"
//ord_40822//Sneha Jain-226HSR Layout//Rajesh Kumar*Pizza+3+/3/26/2023//UPI//Delivered+Good Service
//ord_40921//Deepak Sharma-197HSR Layout//Manoj Singh*Veg Biryani+2+/12/12/2023//Online Payment//Delivered+On Time Delivery
//ord_41020//Rahul Sharma-215MG Road//Sneha Verma*Hakka Noodles+1+/11/4/2023//Credit Card//Cancelled+Delayed Delivery
//ord_41119//Priyanka Singh-242Koramangala//Siddharth Singh*Pav Bhaji+2+/2/8/2023//Credit Card//Cancelled+Delayed Delivery
//ord_41218//Anjali Jain-288Malleswaram//Ananya Reddy*Paneer Tikka+1+/11/26/2023//Online Payment//Cancelled+Delayed Delivery
//ord_41317//Nisha Gupta-116Koramangala//Not Assigned*Fish Biryani+2+/7/13/2023//UPI//Cancelled+Payment Issues
//ord_41416//Priya Singh-199Brigade Road//Not Assigned*Paneer Tikka+1+/1/26/2023//Credit Card//Cancelled+High Delivery Fees
//ord_41515//Priya Singh-199Brigade Road//Sneha Verma*Chicken Fried Rice+2+/10/5/2023//COD//Delivered+Good Service
"//ord_41614//Naveen Kumar-265Koramangala//Manoj Singh*Fish Curry+1+/9/6/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_41713//Tanvi Gupta-161BTM Layout//Rajesh Kumar*Sushi+1+/7/10/2023//COD//Delivered+Fast delivery, fresh food"
//ord_41812//Aryan Shah-113Jayanagar//Ravi Tiwari*Fish Curry+1+/9/25/2023//Credit Card//Delivered+Good Service
//ord_41911//Neha Patel-104Whitefield//Divya Patel*Chicken Curry+2+/8/2/2023//Credit Card//Delivered+Good Service
//ord_42010//Arjun Shah-155MG Road//Sneha Verma*Tandoori Chicken+3+/5/22/2023//Online Payment//Delivered+Good Service
//ord_42109//Deepak Sharma-197HSR Layout//Manoj Singh*Burger+1+/9/13/2023//Online Payment//Cancelled+Delayed Delivery
//ord_42208//Sneha Jain-226HSR Layout//Not Assigned*Butter Naan+4+/9/16/2023//Credit Card//Cancelled+High Delivery Fees
//ord_42307//Karan Sharma-216Marathahalli//Rajesh Kumar*Butter Naan+4+/2/2/2023//Online Payment//Delivered+On Time Delivery
"//ord_42406//Shreya Singh-268Marathahalli//Siddharth Singh*Pasta+2+/1/21/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_42505//Rohan Patel-234Indiranagar//Pooja Sharma*Hakka Noodles+1+/10/23/2023//Credit Card//Delivered+Good Service
"//ord_42604//Rahul Sharma-215MG Road//Siddharth Singh*Butter Chicken+3+/7/23/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_42703//Arjun Shah-155MG Road//Not Assigned*Paneer Tikka+1+/8/28/2023//UPI//Cancelled+Payment Issues
//ord_42802//Naveen Kumar-265Koramangala//Ananya Reddy*Pizza+3+/1/3/2023//UPI//Cancelled+Delayed Delivery
//ord_42901//Tanvi Gupta-161BTM Layout//Sneha Verma*Paneer Tikka+1+/3/10/2023//Online Payment//Cancelled+Delayed Delivery
//ord_43000//Sneha Jain-226HSR Layout//Not Assigned*Noodles+1+/5/16/2023//Online Payment//Cancelled+Payment Issues
//ord_43099//Priyanka Singh-242Koramangala//Not Assigned*Butter Naan+4+/4/19/2023//Credit Card//Cancelled+Payment Issues
//ord_43198//Priyanka Singh-242Koramangala//Siddharth Singh*Burger+1+/11/22/2023//UPI//Delivered+Good Service
"//ord_43297//Nisha Gupta-116Koramangala//Divya Patel*Fish Biryani+2+/10/10/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_43396//Rahul Sharma-215MG Road//Not Assigned*Pizza+3+/4/10/2023//Online Payment//Cancelled+High Delivery Fees
//ord_43495//Anjali Jain-288Malleswaram//Rajesh Kumar*Butter Naan+4+/2/14/2023//COD//Delivered+Good Service
//ord_43594//Tanvi Gupta-161BTM Layout//Anil Gupta*Burger+1+/3/27/2023//Credit Card//Cancelled+Delayed Delivery
//ord_43693//Deepak Sharma-197HSR Layout//Pooja Sharma*Pasta+2+/5/16/2023//Credit Card//Delivered+Good Service
//ord_43792//Neha Patel-104Whitefield//Not Assigned*Pasta+2+/11/16/2023//UPI//Cancelled+Payment Issues
//ord_43891//Kriti Patel-227Whitefield//Not Assigned*Butter Chicken+3+/3/31/2023//Online Payment//Cancelled+High Delivery Fees
//ord_43990//Karan Sharma-216Marathahalli//Ananya Reddy*Pizza+3+/6/7/2023//Online Payment//Cancelled+Change in Plans
//ord_44089//Neha Patel-104Whitefield//Sneha Verma*Chicken Biryani+2+/3/4/2023//UPI//Cancelled+Delayed Delivery
//ord_44188//Shreya Singh-268Marathahalli//Anil Gupta*Hakka Noodles+2+/3/2/2023//Credit Card//Delivered+On Time Delivery
//ord_44287//Rahul Sharma-215MG Road//Not Assigned*Chicken Curry+2+/3/27/2023//UPI//Cancelled+Payment Issues
"//ord_44386//Deepak Sharma-197HSR Layout//Pooja Sharma*Chicken Tikka+1+/4/8/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_44485//Deepak Sharma-197HSR Layout//Siddharth Singh*Paneer Tikka+1+/2/20/2023//Credit Card//Delivered+Good Service
"//ord_44584//Naveen Kumar-265Koramangala//Siddharth Singh*Fish Biryani+3+/5/8/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_44683//Ajay Venkat-117Jayanagar//Rajesh Kumar*Samosa+6+/12/1/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_44782//Ajay Venkat-117Jayanagar//Rajesh Kumar*Pav Bhaji+2+/8/9/2023//Online Payment//Delivered+Good Service
//ord_44881//Deepak Sharma-197HSR Layout//Not Assigned*Butter Naan+4+/12/20/2023//UPI//Cancelled+Out of Stock
//ord_44980//Kriti Patel-227Whitefield//Divya Patel*Pizza+3+/10/17/2023//Credit Card//Delivered+Good Service
//ord_45079//Naveen Kumar-265Koramangala//Not Assigned*Chicken Fried Rice+2+/6/7/2023//Credit Card//Cancelled+Out of Stock
"//ord_45178//Akash Gupta-281Jayanagar//Divya Patel*Fish Biryani+2+/6/13/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_45277//Nisha Gupta-116Koramangala//Ananya Reddy*Sushi+1+/7/1/2023//UPI//Cancelled+Delayed Delivery
//ord_45376//Arjun Shah-155MG Road//Siddharth Singh*Noodles+1+/12/5/2023//Credit Card//Delivered+On Time Delivery
//ord_45475//Kriti Patel-227Whitefield//Ananya Reddy*Butter Chicken+3+/9/9/2023//COD//Delivered+On Time Delivery
"//ord_45574//Priya Singh-199Brigade Road//Pooja Sharma*Chicken Curry+2+/7/29/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_45673//Neha Patel-104Whitefield//Anil Gupta*Noodles+1+/3/31/2023//Credit Card//Delivered+Good Service
//ord_45772//Shreya Singh-268Marathahalli//Ananya Reddy*Noodles+2+/8/4/2023//UPI//Delivered+Good Service
//ord_45871//Kriti Patel-227Whitefield//Ravi Tiwari*Chicken Curry+2+/3/4/2023//UPI//Delivered+On Time Delivery
//ord_45970//Sneha Jain-226HSR Layout//Anil Gupta*Pasta+2+/5/16/2023//COD//Delivered+On Time Delivery
"//ord_46069//Priyanka Singh-242Koramangala//Siddharth Singh*Fish Curry+1+/10/8/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_46168//Nisha Gupta-116Koramangala//Pooja Sharma*Sushi+1+/2/3/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_46267//Shreya Singh-268Marathahalli//Sneha Verma*Hakka Noodles+2+/10/25/2023//Online Payment//Delivered+Good Service
"//ord_46366//Rohit Singh-165Indiranagar//Divya Patel*Pav Bhaji+2+/6/4/2023//COD//Delivered+Fast delivery, fresh food"
//ord_46465//Nisha Gupta-116Koramangala//Siddharth Singh*Pav Bhaji+2+/8/8/2023//Online Payment//Cancelled+Delayed Delivery
//ord_46564//Naveen Kumar-265Koramangala//Not Assigned*Samosa+5+/6/26/2023//UPI//Cancelled+App Glitch
//ord_46663//Akash Gupta-281Jayanagar//Manoj Singh*Masala Dosa+2+/3/11/2023//Online Payment//Delivered+Good Service
//ord_46762//Rohan Patel-234Indiranagar//Rajesh Kumar*Butter Chicken+3+/6/16/2023//COD//Delivered+Good Service
//ord_46861//Deepak Sharma-197HSR Layout//Ravi Tiwari*Samosa+5+/9/27/2023//COD//Delivered+Good Service
//ord_46960//Karan Sharma-216Marathahalli//Pooja Sharma*Samosa+5+/9/8/2023//Credit Card//Delivered+Good Service
//ord_47059//Priyanka Singh-242Koramangala//Not Assigned*Sushi+1+/8/21/2023//Credit Card//Cancelled+App Glitch
"//ord_47158//Pooja Patel-221BTM Layout//Anil Gupta*Paneer Tikka+1+/9/10/2023//COD//Delivered+Fast delivery, fresh food"
//ord_47257//Tanvi Gupta-161BTM Layout//Siddharth Singh*Veg Biryani+2+/11/1/2023//Online Payment//Delivered+On Time Delivery
//ord_47356//Rahul Sharma-215MG Road//Not Assigned*Pizza+3+/6/13/2023//Credit Card//Cancelled+App Glitch
//ord_47455//Pooja Patel-221BTM Layout//Manoj Singh*Masala Dosa+1+/12/25/2023//COD//Delivered+Good Service
//ord_47554//Nirmal Raj-169MG Road//Siddharth Singh*Fish Curry+1+/11/9/2023//Online Payment//Delivered+Good Service
//ord_47653//Karan Sharma-216Marathahalli//Divya Patel*Chicken Curry+2+/8/9/2023//Online Payment//Delivered+On Time Delivery
//ord_47752//Nisha Gupta-116Koramangala//Not Assigned*Paneer Tikka+1+/6/25/2023//UPI//Cancelled+Payment Issues
//ord_47851//Priyanka Singh-242Koramangala//Siddharth Singh*Pav Bhaji+2+/8/27/2023//Online Payment//Delivered+On Time Delivery
"//ord_47950//Priya Singh-199Brigade Road//Ananya Reddy*Butter Chicken+3+/4/19/2023//COD//Delivered+Fast delivery, fresh food"
//ord_48049//Tanvi Gupta-161BTM Layout//Sneha Verma*Fish Biryani+4+/5/7/2023//Credit Card//Delivered+Good Service
//ord_48148//Naveen Kumar-265Koramangala//Not Assigned*Chicken Curry+2+/2/27/2023//Online Payment//Cancelled+Payment Issues
//ord_48247//Raj Kapoor-218Malleswaram//Ananya Reddy*Veg Biryani+2+/8/10/2023//COD//Delivered+Good Service
//ord_48346//Priyanka Singh-242Koramangala//Not Assigned*Fish Curry+1+/6/19/2023//Credit Card//Cancelled+Payment Issues
"//ord_48445//Anjali Jain-288Malleswaram//Rajesh Kumar*Sushi+1+/11/6/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_48544//Meera Nandhana-153Whitefield//Manoj Singh*Masala Dosa+4+/1/1/2023//Online Payment//Delivered+Good Service
//ord_48643//Kumar Prabhu-205Indiranagar//Rajesh Kumar*Noodles+3+/5/27/2023//UPI//Delivered+Good Service
//ord_48742//Akash Gupta-281Jayanagar//Ravi Tiwari*Veg Biryani+2+/6/8/2023//Online Payment//Delivered+On Time Delivery
"//ord_48841//Sneha Jain-226HSR Layout//Pooja Sharma*Butter Chicken+3+/11/13/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_48940//Deepak Sharma-197HSR Layout//Ravi Tiwari*Chicken Curry+2+/8/12/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_49039//Neha Patel-104Whitefield//Divya Patel*Pav Bhaji+2+/7/20/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_49138//Rohit Singh-165Indiranagar//Sneha Verma*Pasta+2+/5/9/2023//Credit Card//Delivered+Good Service
//ord_49237//Kriti Patel-227Whitefield//Pooja Sharma*Fish Biryani+2+/9/2/2023//Credit Card//Delivered+On Time Delivery
//ord_49336//Shreya Singh-268Marathahalli//Divya Patel*Pav Bhaji+2+/12/12/2023//Credit Card//Delivered+On Time Delivery
"//ord_49435//Priya Singh-199Brigade Road//Rajesh Kumar*Pizza+3+/10/8/2023//COD//Delivered+Fast delivery, fresh food"
//ord_49534//Rahul Sharma-215MG Road//Pooja Sharma*Pasta+2+/2/4/2023//Credit Card//Cancelled+Delayed Delivery
//ord_49633//Arjun Shah-155MG Road//Not Assigned*Fish Biryani+2+/3/26/2023//Credit Card//Cancelled+Payment Issues
//ord_49732//Tanvi Gupta-161BTM Layout//Ravi Tiwari*Paneer Tikka+1+/10/12/2023//Credit Card//Delivered+Good Service
//ord_49831//Naveen Kumar-265Koramangala//Manoj Singh*Fish Biryani+3+/9/2/2023//Online Payment//Cancelled+Delayed Delivery
//ord_49930//Pooja Patel-221BTM Layout//Manoj Singh*Chicken Fried Rice+2+/8/3/2023//UPI//Delivered+Good Service
//ord_50029//Deepak Sharma-197HSR Layout//Pooja Sharma*Noodles+1+/12/4/2023//COD//Delivered+On Time Delivery
"//ord_50128//Rohit Singh-165Indiranagar//Ravi Tiwari*Fish Curry+1+/9/13/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_50227//Neha Patel-104Whitefield//Sneha Verma*Sushi+1+/8/15/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_50326//Raj Kapoor-218Malleswaram//Pooja Sharma*Burger+1+/3/25/2023//COD//Delivered+Good Service
//ord_11425//Naveen Kumar-265Koramangala//Ananya Reddy*Chicken Tikka+1+/8/4/2023//UPI//Cancelled+Delayed Delivery
"//ord_50524//Tanvi Gupta-161BTM Layout//Ravi Tiwari*Veg Biryani+2+/4/28/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_50623//Kriti Patel-227Whitefield//Manoj Singh*Pizza+3+/12/11/2023//Online Payment//Delivered+On Time Delivery
"//ord_50722//Kriti Patel-227Whitefield//Rajesh Kumar*Pasta+2+/10/31/2023//COD//Delivered+Fast delivery, fresh food"
//ord_50821//Rahul Sharma-215MG Road//Not Assigned*Veg Biryani+2+/5/17/2023//Credit Card//Cancelled+Payment Issues
//ord_50920//Shreya Singh-268Marathahalli//Anil Gupta*Pasta+2+/12/8/2023//Credit Card//Delivered+On Time Delivery
//ord_51019//Venugopal V-231Koramangala//Divya Patel*Chicken Tikka+3+/5/3/2023//Credit Card//Delivered+Good Service
//ord_51118//Varun Dhamodar-110HSR Layout//Pooja Sharma*Fish Biryani+2+/10/1/2023//Online Payment//Delivered+Good Service
"//ord_51217//Tanvi Gupta-161BTM Layout//Siddharth Singh*Butter Naan+4+/10/10/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_51316//Rohit Singh-165Indiranagar//Rajesh Kumar*Sushi+1+/7/25/2023//Online Payment//Delivered+On Time Delivery
"//ord_51415//Akash Gupta-281Jayanagar//Siddharth Singh*Butter Naan+4+/2/13/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_51514//Priya Singh-199Brigade Road//Ananya Reddy*Chicken Curry+2+/4/15/2023//Credit Card//Delivered+Good Service
//ord_51613//Pooja Patel-221BTM Layout//Pooja Sharma*Fish Curry+1+/11/11/2023//Credit Card//Delivered+Good Service
//ord_51712//Akash Gupta-281Jayanagar//Divya Patel*Butter Naan+4+/4/30/2023//COD//Delivered+On Time Delivery
"//ord_51811//Shreya Singh-268Marathahalli//Sneha Verma*Chicken Curry+2+/5/9/2023//COD//Delivered+Fast delivery, fresh food"
//ord_51910//Tanvi Gupta-161BTM Layout//Sneha Verma*Chicken Fried Rice+4+/7/8/2023//Online Payment//Delivered+On Time Delivery
"//ord_52009//Aryan Shah-113Jayanagar//Siddharth Singh*Pav Bhaji+2+/12/25/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_52108//Raj Kapoor-218Malleswaram//Pooja Sharma*Fish Biryani+2+/5/17/2023//Online Payment//Delivered+Good Service
//ord_52207//Aryan Shah-113Jayanagar//Manoj Singh*Pizza+3+/5/1/2023//Online Payment//Delivered+Good Service
//ord_52306//Kriti Patel-227Whitefield//Pooja Sharma*Noodles+1+/12/27/2023//UPI//Delivered+On Time Delivery
//ord_52405//Arjun Shah-155MG Road//Rajesh Kumar*Chicken Tikka+1+/4/26/2023//Credit Card//Cancelled+Delayed Delivery
//ord_52504//Naveen Kumar-265Koramangala//Siddharth Singh*Chicken Curry+2+/3/2/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_52603//Sneha Jain-226HSR Layout//Ananya Reddy*Butter Naan+4+/9/9/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_52702//Arjun Shah-155MG Road//Ananya Reddy*Chicken Biryani+2+/12/29/2023//Credit Card//Cancelled+Delayed Delivery
//ord_52801//Pooja Patel-221BTM Layout//Rajesh Kumar*Burger+1+/9/16/2023//UPI//Delivered+Good Service
//ord_52900//Neha Patel-104Whitefield//Anil Gupta*Pav Bhaji+2+/10/6/2023//Credit Card//Delivered+Good Service
//ord_52999//Priyanka Singh-242Koramangala//Not Assigned*Burger+1+/6/1/2023//Credit Card//Cancelled+Payment Issues
//ord_53098//Priyanka Singh-242Koramangala//Ananya Reddy*Pav Bhaji+2+/2/10/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_53197//Deepak Sharma-197HSR Layout//Ananya Reddy*Fish Biryani+2+/8/11/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_53296//Priyanka Singh-242Koramangala//Not Assigned*Masala Dosa+1+/7/24/2023//Online Payment//Cancelled+Payment Issues
"//ord_53395//Aryan Shah-113Jayanagar//Ravi Tiwari*Chicken Tikka+1+/5/1/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_53494//Arjun Shah-155MG Road//Pooja Sharma*Hakka Noodles+1+/12/29/2023//UPI//Cancelled+Delayed Delivery
//ord_53593//Aryan Shah-113Jayanagar//Siddharth Singh*Fish Curry+1+/10/4/2023//COD//Delivered+On Time Delivery
//ord_53692//Arjun Shah-155MG Road//Anil Gupta*Masala Dosa+1+/1/6/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_53791//Neha Patel-104Whitefield//Siddharth Singh*Masala Dosa+1+/5/17/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_53890//Pooja Patel-221BTM Layout//Rajesh Kumar*Chicken Tikka+1+/5/25/2023//Credit Card//Delivered+Good Service
//ord_53989//Priyanka Singh-242Koramangala//Not Assigned*Samosa+5+/8/18/2023//Credit Card//Cancelled+Payment Issues
//ord_54088//Anjali Jain-288Malleswaram//Not Assigned*Tandoori Chicken+3+/8/23/2023//UPI//Cancelled+High Delivery Fees
//ord_54187//Ajay Venkat-117Jayanagar//Rajesh Kumar*Veg Biryani+3+/10/18/2023//UPI//Delivered+On Time Delivery
//ord_54286//Ajay Venkat-117Jayanagar//Rajesh Kumar*Pav Bhaji+2+/11/23/2023//UPI//Delivered+Good Service
//ord_54385//Anjali Jain-288Malleswaram//Not Assigned*Hakka Noodles+1+/2/21/2023//Online Payment//Cancelled+Payment Issues
//ord_54484//Sneha Jain-226HSR Layout//Siddharth Singh*Pasta+2+/6/20/2023//Online Payment//Delivered+On Time Delivery
//ord_54583//Arjun Shah-155MG Road//Anil Gupta*Fish Curry+1+/1/4/2023//Credit Card//Cancelled+Delayed Delivery
//ord_54682//Nisha Gupta-116Koramangala//Not Assigned*Hakka Noodles+1+/5/14/2023//Credit Card//Cancelled+Payment Issues
//ord_54781//Arjun Shah-155MG Road//Not Assigned*Masala Dosa+1+/7/6/2023//Credit Card//Cancelled+Payment Issues
//ord_54880//Sneha Jain-226HSR Layout//Divya Patel*Veg Biryani+2+/6/19/2023//Credit Card//Delivered+Good Service
//ord_54979//Akash Gupta-281Jayanagar//Not Assigned*Paneer Tikka+1+/3/8/2023//Credit Card//Cancelled+Payment Issues
//ord_55078//Anjali Jain-288Malleswaram//Not Assigned*Samosa+5+/12/17/2023//Credit Card//Cancelled+High Delivery Fees
//ord_55177//Aryan Shah-113Jayanagar//Anil Gupta*Veg Biryani+2+/12/13/2023//Credit Card//Cancelled+Delayed Delivery
//ord_55276//Rohan Patel-234Indiranagar//Anil Gupta*Chicken Biryani+2+/5/4/2023//Credit Card//Delivered+On Time Delivery
//ord_55375//Naveen Kumar-265Koramangala//Sneha Verma*Veg Biryani+3+/6/9/2023//COD//Delivered+On Time Delivery
//ord_55474//Aryan Shah-113Jayanagar//Siddharth Singh*Pizza+3+/7/29/2023//COD//Delivered+Good Service
//ord_55573//Sneha Jain-226HSR Layout//Ravi Tiwari*Pav Bhaji+2+/10/30/2023//Credit Card//Cancelled+Change in Plans
//ord_55672//Aryan Shah-113Jayanagar//Not Assigned*Butter Chicken+3+/5/4/2023//UPI//Cancelled+App Glitch
//ord_55771//Rohan Patel-234Indiranagar//Pooja Sharma*Butter Naan+8+/2/28/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_55870//Shreya Singh-268Marathahalli//Pooja Sharma*Samosa+5+/1/14/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_55969//Arjun Shah-155MG Road//Sneha Verma*Chicken Biryani+2+/2/8/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_56068//Kriti Patel-227Whitefield//Not Assigned*Burger+1+/5/5/2023//UPI//Cancelled+High Delivery Fees
//ord_56167//Karan Sharma-216Marathahalli//Not Assigned*Chicken Biryani+4+/6/27/2023//Credit Card//Cancelled+High Delivery Fees
//ord_56266//Akash Gupta-281Jayanagar//Pooja Sharma*Chicken Curry+2+/4/14/2023//UPI//Delivered+Good Service
//ord_56365//Kriti Patel-227Whitefield//Not Assigned*Pasta+2+/8/18/2023//Credit Card//Cancelled+Payment Issues
//ord_56464//Rohan Patel-234Indiranagar//Sneha Verma*Sushi+1+/1/14/2023//Online Payment//Delivered+Good Service
//ord_56563//Nisha Gupta-116Koramangala//Anil Gupta*Fish Biryani+2+/6/10/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_56662//Deepak Sharma-197HSR Layout//Siddharth Singh*Hakka Noodles+1+/3/10/2023//COD//Delivered+Fast delivery, fresh food"
//ord_56761//Nisha Gupta-116Koramangala//Sneha Verma*Tandoori Chicken+3+/5/26/2023//UPI//Cancelled+Delayed Delivery
//ord_56860//Akash Gupta-281Jayanagar//Anil Gupta*Masala Dosa+2+/10/19/2023//Credit Card//Cancelled+Change in Plans
//ord_56959//Karan Sharma-216Marathahalli//Pooja Sharma*Chicken Tikka+2+/11/26/2023//COD//Delivered+On Time Delivery
//ord_57058//Priyanka Singh-242Koramangala//Not Assigned*Pasta+2+/6/24/2023//Online Payment//Cancelled+Payment Issues
"//ord_57157//Akash Gupta-281Jayanagar//Ravi Tiwari*Butter Naan+4+/5/17/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_57256//Deepak Sharma-197HSR Layout//Pooja Sharma*Fish Biryani+2+/5/24/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_57355//Neha Patel-104Whitefield//Siddharth Singh*Samosa+5+/9/21/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_57454//Sneha Jain-226HSR Layout//Siddharth Singh*Tandoori Chicken+3+/9/16/2023//UPI//Delivered+Fast delivery, fresh food"
